p,n_steps,max_cc_pos,second_max_cc_pos,final_pos
0.87,4.618999999999997,0.9602000000000024,0.0,0.9800000000000009
0.88,4.423000000000001,0.9698000000000015,0.0,0.9801000000000009
0.89,4.207999999999998,0.9700000000000015,0.0,0.9897000000000014
0.9,3.964999999999999,0.9700000000000015,0.0,0.9900000000000013
0.91,3.706999999999999,0.9700000000000015,0.0,0.9900000000000013
0.92,3.446999999999998,0.9700000000000015,0.0,0.9900000000000013
0.93,3.2389999999999985,0.9700000000000015,0.0,0.9900000000000013
0.9400000000000001,3.042999999999998,0.9700000000000015,0.0,0.9900000000000013
0.9500000000000001,2.773999999999998,0.9795000000000009,0.0,0.9903000000000013
0.96,2.473999999999999,0.9800000000000009,0.0,1.0000000000000007
0.97,2.2289999999999988,0.9800000000000009,0.0,1.0000000000000007
